CustomerID,Gender,Age,AnnualIncome,SpendingScore,TimeSpentInMall,VisitsPerMonth,DistanceFromHome,HasCreditCard,Churn
398.0,,67.0,137904.0,23.0,280.0,22.0,26.17,Yes,No
399.0,Female,54.0,39520.0,54.0,105.0,17.0,21.59,,Yes
400.0,Male,69.0,,80.0,271.0,27.0,32.44,,Yes
401.0,Female,52.0,,65.0,297.0,4.0,18.28,No,No
402.0,Female,24.0,45566.0,12.0,92.0,13.0,,,Yes
403.0,Male,44.0,93193.0,24.0,234.0,8.0,23.54,No,No
404.0,Male,45.0,123224.0,34.0,232.0,19.0,28.09,No,No
,Female,39.0,50134.0,,127.0,5.0,7.22,No,Yes
406.0,Female,31.0,30345.0,8.0,201.0,2.0,27.88,No,Yes
,Female,24.0,,,88.0,15.0,16.03,No,No
408.0,Female,54.0,141015.0,57.0,87.0,2.0,19.68,Yes,No
409.0,Female,39.0,61185.0,5.0,156.0,11.0,14.04,Yes,Yes
410.0,Female,22.0,135464.0,26.0,116.0,13.0,46.58,Yes,No
411.0,,19.0,,30.0,280.0,23.0,34.2,No,
,Female,44.0,90744.0,54.0,253.0,10.0,13.2,Yes,No
413.0,Female,38.0,53455.0,13.0,82.0,3.0,32.29,No,No
414.0,Male,55.0,135217.0,83.0,35.0,5.0,42.44,Yes,
415.0,Male,32.0,48018.0,29.0,219.0,3.0,20.14,No,Yes
416.0,Male,38.0,74219.0,3.0,,6.0,41.51,No,No
417.0,Male,27.0,65991.0,90.0,134.0,13.0,7.81,Yes,No
,Female,40.0,93616.0,58.0,82.0,10.0,41.16,No,No
419.0,Female,56.0,107438.0,76.0,132.0,19.0,27.06,Yes,
420.0,,22.0,136841.0,2.0,193.0,8.0,11.23,Yes,Yes
,Female,18.0,29486.0,75.0,196.0,18.0,,Yes,No
422.0,Female,30.0,58862.0,28.0,207.0,3.0,,Yes,Yes
423.0,Female,,141662.0,82.0,87.0,24.0,,Yes,No
,Male,43.0,78870.0,77.0,,24.0,28.8,Yes,No
425.0,Female,67.0,,86.0,262.0,17.0,5.85,Yes,
426.0,Male,62.0,125996.0,76.0,22.0,8.0,20.95,Yes,Yes
427.0,Male,38.0,63856.0,2.0,85.0,10.0,13.23,Yes,
,,35.0,121407.0,7.0,60.0,2.0,3.64,No,No
,Male,54.0,120744.0,26.0,,12.0,27.16,No,No
430.0,Female,62.0,106055.0,,158.0,23.0,44.47,,Yes
431.0,Male,49.0,51379.0,88.0,228.0,6.0,33.81,No,No
432.0,Female,53.0,84729.0,76.0,131.0,2.0,12.56,No,
433.0,Male,34.0,48378.0,16.0,220.0,21.0,28.72,Yes,No
434.0,Female,52.0,125428.0,23.0,,23.0,47.17,Yes,Yes
435.0,Female,66.0,74353.0,40.0,35.0,24.0,36.17,No,Yes
436.0,Female,28.0,69996.0,60.0,182.0,3.0,34.5,Yes,Yes
437.0,Female,38.0,34031.0,,165.0,17.0,48.41,Yes,No
438.0,Female,69.0,,32.0,247.0,29.0,39.96,,No
439.0,,43.0,85982.0,15.0,91.0,7.0,6.92,No,Yes
,,21.0,56683.0,13.0,282.0,29.0,17.45,Yes,Yes
441.0,Male,51.0,134091.0,5.0,77.0,21.0,48.26,No,Yes
,Female,69.0,137797.0,75.0,53.0,5.0,24.54,Yes,No
443.0,,65.0,37618.0,74.0,70.0,23.0,5.67,Yes,No
444.0,Female,35.0,26587.0,52.0,132.0,1.0,22.98,No,No
445.0,Female,57.0,82790.0,77.0,205.0,,34.88,Yes,Yes
446.0,Male,52.0,51480.0,41.0,120.0,12.0,,No,No
447.0,Male,58.0,118530.0,53.0,267.0,14.0,16.26,No,No
448.0,Female,46.0,40527.0,,98.0,16.0,25.75,,No
449.0,Male,69.0,43569.0,15.0,207.0,10.0,,Yes,
450.0,Female,,31151.0,7.0,291.0,,17.83,No,No
451.0,,55.0,91094.0,,209.0,21.0,5.55,,No
452.0,Female,59.0,79174.0,28.0,108.0,24.0,47.45,,No
453.0,Female,38.0,64739.0,32.0,36.0,26.0,24.47,Yes,No
454.0,Female,59.0,52954.0,99.0,,15.0,25.19,Yes,No
455.0,Male,30.0,132984.0,15.0,155.0,10.0,31.1,Yes,Yes
456.0,Male,66.0,132863.0,85.0,,21.0,0.28,Yes,Yes
457.0,Female,58.0,129373.0,70.0,266.0,28.0,46.56,No,Yes
458.0,Female,34.0,55303.0,65.0,198.0,,18.14,No,Yes
459.0,Male,26.0,54700.0,4.0,249.0,26.0,,No,No
460.0,Male,58.0,113036.0,11.0,,3.0,8.79,No,No
461.0,Female,18.0,143728.0,26.0,174.0,2.0,18.97,Yes,Yes
462.0,,19.0,87568.0,61.0,280.0,6.0,,No,Yes
463.0,Female,65.0,86788.0,37.0,17.0,21.0,40.02,Yes,Yes
464.0,,46.0,91045.0,23.0,47.0,9.0,46.8,Yes,No
465.0,Female,,57842.0,93.0,123.0,10.0,20.22,Yes,No
466.0,Male,27.0,,85.0,65.0,4.0,35.47,Yes,No
467.0,,67.0,,91.0,147.0,27.0,25.41,,Yes
468.0,Male,57.0,100059.0,40.0,111.0,3.0,40.22,No,Yes
469.0,Male,,21881.0,77.0,186.0,9.0,35.66,Yes,Yes
470.0,Female,45.0,53037.0,,178.0,24.0,18.46,Yes,No
471.0,Male,28.0,21630.0,,295.0,22.0,,Yes,No
472.0,,51.0,,,270.0,17.0,,No,Yes
473.0,Male,25.0,146083.0,61.0,232.0,14.0,28.87,Yes,Yes
474.0,Female,39.0,,68.0,208.0,10.0,48.2,,No
475.0,Male,25.0,103494.0,,220.0,13.0,10.08,Yes,No
476.0,Female,66.0,66151.0,31.0,296.0,12.0,4.85,No,Yes
477.0,Male,32.0,68920.0,53.0,189.0,27.0,6.06,Yes,Yes
478.0,Female,34.0,129388.0,25.0,259.0,1.0,39.18,,No
479.0,Male,,87231.0,44.0,,28.0,17.57,No,Yes
480.0,Female,41.0,137946.0,12.0,32.0,22.0,11.3,Yes,Yes
481.0,Female,62.0,100357.0,90.0,57.0,29.0,17.71,No,No
482.0,Female,36.0,23262.0,97.0,,19.0,32.3,No,Yes
483.0,Male,22.0,86981.0,,15.0,19.0,27.38,,No
484.0,Female,49.0,140951.0,9.0,,6.0,37.21,Yes,Yes
485.0,,,143099.0,12.0,178.0,13.0,17.02,Yes,No
486.0,Female,18.0,,69.0,292.0,19.0,,Yes,Yes
487.0,,40.0,95485.0,54.0,212.0,13.0,5.19,,Yes
488.0,Female,54.0,74722.0,54.0,282.0,27.0,3.75,No,Yes
489.0,Male,25.0,109499.0,28.0,253.0,26.0,23.17,Yes,No
490.0,,,70818.0,56.0,56.0,22.0,15.15,Yes,Yes
491.0,Female,25.0,49932.0,99.0,,21.0,30.68,Yes,Yes
492.0,,40.0,26901.0,69.0,88.0,4.0,2.25,No,No
493.0,Male,60.0,137473.0,98.0,119.0,24.0,6.18,Yes,Yes
494.0,Female,18.0,119023.0,98.0,22.0,2.0,43.27,No,
495.0,,62.0,28597.0,77.0,99.0,15.0,28.36,No,No
496.0,Male,68.0,149631.0,58.0,289.0,12.0,35.63,No,No
497.0,Male,41.0,83909.0,78.0,,27.0,42.11,,Yes
498.0,Female,52.0,92391.0,75.0,82.0,,,,No
499.0,,41.0,104214.0,42.0,243.0,20.0,38.08,Yes,Yes
500.0,Female,34.0,28263.0,38.0,269.0,18.0,26.28,Yes,No
501.0,Male,22.0,83293.0,68.0,122.0,23.0,11.22,No,
502.0,Male,37.0,132824.0,53.0,55.0,13.0,,No,No
503.0,Male,38.0,144933.0,33.0,283.0,17.0,24.57,Yes,No
504.0,Female,57.0,45805.0,71.0,52.0,4.0,15.91,,Yes
505.0,Male,48.0,111679.0,56.0,217.0,25.0,16.84,No,No
506.0,Male,63.0,31874.0,72.0,112.0,14.0,16.94,No,Yes
507.0,Female,53.0,113065.0,51.0,,20.0,6.23,,No
508.0,Male,28.0,,74.0,19.0,28.0,4.32,Yes,
509.0,Female,69.0,34079.0,43.0,,13.0,,Yes,No
510.0,,32.0,69850.0,,40.0,3.0,5.64,,No
511.0,Male,36.0,92779.0,38.0,165.0,26.0,17.25,Yes,Yes
512.0,Female,24.0,115408.0,15.0,69.0,26.0,,,
513.0,Male,68.0,29018.0,5.0,258.0,18.0,9.49,Yes,Yes
514.0,Female,45.0,,93.0,279.0,14.0,44.41,No,Yes
515.0,Female,68.0,69500.0,83.0,226.0,15.0,40.44,No,No
516.0,Male,60.0,140062.0,54.0,11.0,3.0,26.07,No,No
,Female,22.0,32100.0,51.0,33.0,1.0,36.24,No,No
518.0,Female,22.0,77021.0,10.0,215.0,,18.38,No,Yes
519.0,Female,47.0,134995.0,12.0,208.0,,1.94,Yes,Yes
520.0,,,39800.0,4.0,123.0,17.0,45.23,Yes,No
521.0,Female,25.0,148126.0,95.0,,3.0,6.48,No,Yes
,Male,27.0,83400.0,18.0,164.0,14.0,47.4,No,No
523.0,Female,55.0,112446.0,80.0,174.0,3.0,28.64,Yes,No
524.0,Male,64.0,49437.0,36.0,231.0,,15.35,No,No
525.0,Female,,123124.0,25.0,100.0,15.0,24.83,No,Yes
526.0,Male,65.0,96537.0,87.0,176.0,18.0,25.13,No,
527.0,Male,45.0,66675.0,76.0,216.0,14.0,1.26,No,No
528.0,Female,34.0,39942.0,98.0,291.0,21.0,17.84,No,Yes
529.0,Female,48.0,40862.0,,74.0,26.0,,Yes,No
530.0,Female,25.0,31669.0,67.0,13.0,,25.55,Yes,No
531.0,Male,57.0,141219.0,9.0,166.0,19.0,12.29,No,Yes
532.0,Female,42.0,73772.0,61.0,258.0,8.0,16.82,No,No
533.0,Male,26.0,35916.0,53.0,266.0,4.0,43.17,,No
,Male,19.0,30878.0,18.0,244.0,4.0,26.32,No,No
535.0,Male,32.0,22985.0,,83.0,19.0,,Yes,No
536.0,Female,67.0,117905.0,,196.0,,48.08,No,No
537.0,Female,20.0,93648.0,63.0,71.0,1.0,16.11,Yes,Yes
538.0,Male,66.0,61235.0,98.0,173.0,8.0,24.03,Yes,Yes
539.0,Male,,38931.0,78.0,65.0,15.0,40.6,No,No
,Female,21.0,112876.0,4.0,120.0,1.0,,No,
541.0,Male,31.0,20336.0,93.0,227.0,7.0,13.36,Yes,No
542.0,Female,58.0,62933.0,41.0,249.0,21.0,7.64,No,No
543.0,Male,58.0,104899.0,45.0,30.0,20.0,35.07,Yes,No
,Female,42.0,,50.0,150.0,20.0,12.96,No,No
545.0,Male,67.0,89504.0,79.0,274.0,24.0,46.14,No,
546.0,Female,27.0,119214.0,28.0,148.0,11.0,,No,Yes
547.0,Male,,71148.0,,79.0,27.0,15.98,Yes,No
548.0,Female,,,,127.0,29.0,2.83,Yes,Yes
549.0,Female,29.0,36279.0,76.0,207.0,14.0,,,
550.0,Male,44.0,,69.0,214.0,22.0,44.57,Yes,Yes
551.0,Male,57.0,123751.0,98.0,223.0,,31.83,,No
552.0,Female,19.0,124433.0,1.0,65.0,14.0,46.89,,No
553.0,Male,30.0,91386.0,,,12.0,6.51,No,No
554.0,Female,49.0,106124.0,96.0,184.0,17.0,4.48,Yes,Yes
555.0,Male,48.0,125750.0,90.0,137.0,14.0,41.94,Yes,Yes
556.0,Female,33.0,97485.0,17.0,297.0,10.0,42.79,Yes,No
557.0,Female,49.0,94055.0,91.0,235.0,24.0,41.57,Yes,Yes
558.0,Female,49.0,111911.0,88.0,73.0,29.0,39.97,Yes,Yes
559.0,Female,51.0,118618.0,35.0,,14.0,18.18,Yes,
560.0,Female,28.0,97273.0,46.0,211.0,18.0,10.95,No,Yes
561.0,Female,27.0,86670.0,42.0,,,46.45,No,Yes
562.0,,32.0,96474.0,39.0,266.0,9.0,15.42,Yes,Yes
563.0,Male,34.0,74028.0,90.0,74.0,17.0,19.98,No,Yes
564.0,Male,,110022.0,,248.0,6.0,35.01,Yes,Yes
565.0,Female,35.0,133892.0,62.0,298.0,,14.74,No,Yes
566.0,Female,26.0,111632.0,38.0,47.0,,40.97,No,Yes
567.0,Female,,126651.0,23.0,34.0,,3.59,No,Yes
568.0,Female,57.0,91128.0,22.0,68.0,18.0,,No,Yes
569.0,Male,31.0,,4.0,167.0,5.0,30.13,Yes,Yes
570.0,,42.0,72495.0,49.0,66.0,6.0,28.69,No,No
,Female,67.0,102806.0,59.0,57.0,,22.97,,No
572.0,Male,39.0,113185.0,73.0,65.0,19.0,13.92,No,Yes
573.0,Male,69.0,96533.0,68.0,74.0,4.0,23.26,Yes,
574.0,Female,47.0,119025.0,71.0,277.0,7.0,22.56,No,Yes
575.0,Male,37.0,76830.0,87.0,78.0,4.0,29.23,Yes,No
576.0,,38.0,94640.0,2.0,225.0,25.0,14.15,Yes,No
,Male,61.0,72509.0,49.0,98.0,,,No,Yes
578.0,Female,49.0,86406.0,88.0,290.0,12.0,7.34,,Yes
579.0,,68.0,114220.0,95.0,266.0,14.0,34.99,No,Yes
580.0,Female,63.0,59519.0,31.0,169.0,13.0,1.22,No,
581.0,,66.0,69649.0,40.0,243.0,29.0,42.84,,Yes
582.0,Male,38.0,54524.0,48.0,140.0,10.0,34.75,No,No
583.0,,52.0,116493.0,51.0,,18.0,38.43,,Yes
584.0,Female,49.0,53885.0,43.0,156.0,16.0,41.82,No,
585.0,Female,47.0,64369.0,98.0,11.0,5.0,,,Yes
586.0,Male,56.0,121132.0,55.0,,8.0,41.14,Yes,Yes
587.0,,66.0,115402.0,88.0,70.0,14.0,25.28,Yes,No
588.0,Male,29.0,50676.0,49.0,282.0,5.0,44.29,No,No
589.0,Female,58.0,84093.0,90.0,58.0,,,No,Yes
590.0,Male,64.0,67764.0,80.0,140.0,28.0,,,No
591.0,Male,35.0,70799.0,57.0,52.0,24.0,19.2,No,Yes
592.0,Female,38.0,99414.0,77.0,66.0,,,Yes,
593.0,Male,30.0,125296.0,15.0,,25.0,33.95,Yes,No
594.0,Female,38.0,113095.0,27.0,187.0,26.0,14.38,No,Yes
595.0,Female,25.0,132082.0,68.0,55.0,6.0,12.68,No,Yes
596.0,Female,63.0,92307.0,80.0,179.0,16.0,,Yes,No
597.0,Male,57.0,102062.0,64.0,280.0,28.0,25.1,Yes,
598.0,Male,63.0,115432.0,,148.0,,47.56,No,No
599.0,Female,24.0,51923.0,30.0,256.0,12.0,38.13,No,No
600.0,Female,40.0,137449.0,36.0,157.0,11.0,,Yes,Yes
601.0,Male,61.0,121739.0,67.0,239.0,3.0,2.81,Yes,No
602.0,,49.0,124926.0,86.0,289.0,12.0,,,Yes
603.0,Female,28.0,98388.0,86.0,134.0,5.0,22.85,No,Yes
604.0,Female,39.0,67574.0,49.0,201.0,6.0,40.71,No,No
605.0,Male,,63391.0,76.0,,19.0,19.1,No,Yes
606.0,Male,60.0,148691.0,,103.0,18.0,26.97,Yes,No
607.0,,42.0,141757.0,85.0,235.0,16.0,44.6,Yes,No
608.0,Female,39.0,73664.0,,74.0,23.0,45.7,No,Yes
,Female,,87384.0,68.0,97.0,11.0,10.87,Yes,Yes
610.0,Female,,,95.0,97.0,5.0,2.28,,No
611.0,Male,30.0,55464.0,44.0,210.0,,15.34,Yes,Yes
612.0,,,54485.0,31.0,223.0,3.0,34.82,Yes,No
613.0,Female,19.0,148366.0,58.0,213.0,8.0,47.56,Yes,
,Female,46.0,39456.0,87.0,98.0,6.0,3.94,No,
615.0,Female,,94795.0,53.0,70.0,4.0,1.52,No,No
,,32.0,55554.0,84.0,280.0,12.0,44.22,No,No
617.0,Male,69.0,,79.0,103.0,12.0,37.43,No,Yes
618.0,Female,44.0,33409.0,23.0,36.0,25.0,49.61,No,No
619.0,Male,,89327.0,28.0,223.0,21.0,19.9,Yes,No
620.0,Male,48.0,111400.0,,83.0,16.0,20.86,Yes,No
621.0,Female,32.0,56639.0,37.0,70.0,10.0,8.7,Yes,No
622.0,,68.0,120110.0,,195.0,22.0,5.88,,
623.0,Male,40.0,83627.0,,40.0,,28.98,Yes,No
624.0,Female,41.0,103424.0,17.0,228.0,13.0,18.28,Yes,Yes
625.0,,61.0,39692.0,37.0,21.0,9.0,4.11,Yes,Yes
626.0,Female,30.0,109037.0,77.0,,7.0,44.36,,
627.0,Male,39.0,98840.0,19.0,169.0,12.0,10.0,Yes,No
628.0,Female,60.0,74200.0,30.0,,5.0,37.45,,No
629.0,Male,54.0,113063.0,45.0,236.0,,14.18,No,Yes
630.0,Male,50.0,77415.0,18.0,190.0,4.0,40.66,No,No
631.0,,20.0,38074.0,78.0,55.0,2.0,6.01,Yes,No
,Female,36.0,35549.0,62.0,89.0,3.0,,No,No
633.0,Male,40.0,49963.0,36.0,144.0,26.0,5.0,,No
634.0,Male,46.0,111456.0,,269.0,12.0,22.4,No,No
635.0,Female,47.0,116362.0,52.0,,3.0,36.73,Yes,No
636.0,Female,56.0,121607.0,19.0,168.0,4.0,8.74,Yes,Yes
,Male,61.0,72265.0,44.0,212.0,6.0,14.35,No,No
638.0,Male,64.0,,7.0,121.0,,43.25,No,
639.0,Female,42.0,78226.0,44.0,128.0,19.0,44.27,No,No
640.0,Female,54.0,48810.0,68.0,26.0,10.0,2.34,No,No
641.0,Female,,80006.0,34.0,236.0,1.0,8.49,Yes,No
642.0,Female,25.0,142538.0,66.0,126.0,17.0,5.96,No,No
,Female,59.0,133502.0,69.0,,16.0,9.07,Yes,
644.0,Male,33.0,,55.0,124.0,9.0,48.51,Yes,No
645.0,Female,25.0,136192.0,10.0,292.0,25.0,,Yes,No
,,18.0,128959.0,96.0,46.0,21.0,23.46,No,Yes
647.0,,61.0,145433.0,42.0,122.0,,49.22,,Yes
648.0,,22.0,127228.0,41.0,44.0,27.0,27.89,Yes,Yes
649.0,Female,20.0,,77.0,141.0,23.0,33.09,,No
650.0,Male,18.0,,69.0,237.0,9.0,16.71,Yes,Yes
651.0,Male,21.0,77767.0,10.0,156.0,12.0,19.17,Yes,Yes
652.0,Female,57.0,48054.0,10.0,131.0,23.0,29.76,Yes,Yes
653.0,Male,52.0,,91.0,90.0,9.0,3.58,No,Yes
654.0,Male,49.0,122789.0,60.0,182.0,15.0,12.87,,No
,Female,59.0,65397.0,51.0,163.0,2.0,9.92,,Yes
656.0,Male,51.0,33233.0,21.0,159.0,11.0,0.89,Yes,Yes
657.0,Male,60.0,131205.0,8.0,67.0,11.0,26.89,No,No
,Male,42.0,110020.0,,,8.0,28.1,No,Yes
659.0,Female,27.0,45068.0,,165.0,,19.26,No,No
,Female,38.0,85727.0,78.0,177.0,6.0,13.51,,Yes
661.0,Female,63.0,110610.0,85.0,175.0,21.0,,,Yes
662.0,,56.0,90453.0,30.0,94.0,20.0,6.82,Yes,Yes
663.0,Male,44.0,,85.0,146.0,,,Yes,No
664.0,,44.0,45832.0,49.0,198.0,3.0,,Yes,Yes
665.0,Male,19.0,128464.0,9.0,11.0,8.0,,,Yes
666.0,,,106242.0,17.0,115.0,18.0,37.69,Yes,No
667.0,Female,65.0,33682.0,69.0,81.0,17.0,38.06,Yes,Yes
668.0,Female,,112298.0,58.0,135.0,11.0,3.09,No,Yes
,Male,26.0,43383.0,57.0,179.0,2.0,1.04,,Yes
670.0,Male,69.0,,62.0,,,48.7,Yes,Yes
671.0,Male,53.0,113332.0,95.0,204.0,21.0,9.75,No,Yes
672.0,Female,,,52.0,167.0,27.0,41.12,No,
673.0,Female,59.0,78817.0,61.0,150.0,,28.14,No,No
674.0,Female,43.0,,40.0,284.0,19.0,13.3,Yes,No
675.0,Female,29.0,130695.0,38.0,16.0,7.0,6.59,No,Yes
676.0,Male,34.0,54642.0,43.0,63.0,18.0,24.88,Yes,Yes
677.0,Female,31.0,61830.0,63.0,113.0,8.0,20.43,No,Yes
678.0,Female,31.0,,19.0,70.0,14.0,34.97,,Yes
679.0,,51.0,30234.0,50.0,96.0,7.0,45.22,,Yes
680.0,,37.0,77616.0,33.0,267.0,28.0,,Yes,No
681.0,Female,,29221.0,13.0,187.0,21.0,13.8,No,
682.0,Male,33.0,31410.0,78.0,,28.0,43.96,No,
683.0,Male,68.0,100055.0,97.0,212.0,27.0,41.69,No,Yes
684.0,Female,48.0,81413.0,,40.0,4.0,46.46,Yes,
685.0,Male,23.0,21051.0,93.0,298.0,17.0,,No,No
686.0,Female,36.0,130529.0,43.0,,5.0,38.45,No,No
687.0,Female,54.0,95301.0,49.0,20.0,12.0,29.62,Yes,No
688.0,,21.0,96918.0,36.0,263.0,9.0,15.59,No,Yes
689.0,Male,64.0,98116.0,10.0,296.0,26.0,49.72,Yes,
690.0,Female,21.0,142226.0,95.0,,20.0,,No,No
691.0,Female,37.0,76563.0,6.0,135.0,13.0,8.2,Yes,No
692.0,,27.0,117859.0,57.0,56.0,25.0,44.64,Yes,No
693.0,Male,,64757.0,1.0,215.0,28.0,3.12,No,No
694.0,Female,52.0,146169.0,71.0,116.0,18.0,44.35,Yes,No
,Female,43.0,141008.0,58.0,284.0,20.0,,No,No
696.0,Female,54.0,97475.0,91.0,132.0,9.0,1.93,No,
697.0,Male,55.0,,21.0,143.0,4.0,21.52,No,No
698.0,Female,38.0,115500.0,92.0,116.0,21.0,37.75,No,
699.0,Female,57.0,20307.0,80.0,59.0,27.0,29.2,,Yes
,Male,56.0,76889.0,56.0,104.0,8.0,46.8,Yes,No
701.0,Female,38.0,88895.0,87.0,277.0,1.0,43.4,Yes,Yes
702.0,,27.0,115184.0,20.0,32.0,17.0,16.7,No,
,Male,55.0,55944.0,54.0,63.0,25.0,4.32,No,No
704.0,,63.0,119555.0,25.0,263.0,9.0,47.22,Yes,No
705.0,Male,21.0,58134.0,28.0,,20.0,25.91,Yes,Yes
706.0,Male,62.0,47323.0,,68.0,13.0,3.81,,Yes
707.0,,37.0,136205.0,21.0,173.0,2.0,40.85,No,No
708.0,,34.0,91762.0,,268.0,13.0,43.44,No,Yes
709.0,Female,,,47.0,225.0,9.0,32.01,Yes,
710.0,,21.0,116507.0,70.0,192.0,20.0,22.43,No,
711.0,Male,46.0,45954.0,57.0,66.0,6.0,33.14,Yes,Yes
,,31.0,75021.0,93.0,154.0,28.0,35.36,No,
713.0,Male,20.0,109959.0,19.0,99.0,1.0,44.66,Yes,
714.0,Female,41.0,115927.0,97.0,,28.0,47.8,No,No
715.0,,54.0,,65.0,266.0,25.0,,,No
716.0,Female,33.0,90427.0,3.0,30.0,,39.94,Yes,Yes
717.0,Male,69.0,24992.0,42.0,30.0,,48.23,Yes,Yes
718.0,Female,21.0,21961.0,21.0,61.0,4.0,7.65,,No
719.0,Female,41.0,32497.0,99.0,180.0,1.0,1.01,Yes,No
,Female,51.0,137551.0,40.0,76.0,14.0,43.46,Yes,Yes
721.0,,47.0,52551.0,67.0,,9.0,9.84,No,No
722.0,,35.0,96384.0,25.0,169.0,24.0,2.22,Yes,Yes
723.0,,36.0,145374.0,55.0,275.0,4.0,8.09,,
724.0,Male,48.0,75755.0,84.0,241.0,18.0,19.27,No,
725.0,Male,36.0,33255.0,,77.0,14.0,11.04,Yes,No
726.0,Male,66.0,,44.0,37.0,25.0,15.33,No,Yes
727.0,Male,63.0,68847.0,98.0,125.0,4.0,48.77,Yes,No
728.0,Male,36.0,124817.0,85.0,,25.0,35.25,No,Yes
,Male,39.0,68003.0,56.0,,10.0,35.64,,No
730.0,,41.0,40389.0,,,3.0,4.82,Yes,No
731.0,Male,62.0,,87.0,88.0,,36.63,Yes,Yes
732.0,Male,29.0,143802.0,70.0,282.0,7.0,36.99,No,Yes
733.0,Male,47.0,81576.0,77.0,117.0,10.0,33.02,Yes,Yes
,,55.0,147342.0,87.0,83.0,13.0,11.5,Yes,No
735.0,Female,,63919.0,73.0,,4.0,21.21,,No
736.0,Male,,102103.0,81.0,193.0,18.0,42.33,No,No
737.0,Female,36.0,142443.0,66.0,32.0,11.0,33.54,No,Yes
,Male,65.0,23358.0,19.0,283.0,25.0,36.67,Yes,Yes
739.0,Male,62.0,108535.0,83.0,138.0,,29.41,Yes,Yes
740.0,Female,53.0,127894.0,7.0,195.0,24.0,22.53,Yes,Yes
741.0,Male,,141485.0,63.0,68.0,14.0,,,Yes
742.0,Female,66.0,96524.0,42.0,10.0,18.0,3.49,No,No
743.0,Female,,143416.0,42.0,140.0,8.0,33.69,Yes,Yes
744.0,Male,35.0,125982.0,59.0,76.0,27.0,49.86,Yes,No
745.0,Male,69.0,117057.0,,,10.0,39.03,No,Yes
746.0,Female,66.0,25698.0,,,5.0,14.6,No,Yes
,,45.0,86809.0,17.0,109.0,23.0,13.96,No,Yes
748.0,,64.0,113079.0,27.0,198.0,7.0,33.39,Yes,Yes
749.0,Male,28.0,75805.0,47.0,250.0,12.0,44.8,No,Yes
750.0,Female,62.0,51349.0,2.0,279.0,25.0,28.94,No,No
751.0,Female,50.0,96777.0,,228.0,,26.42,No,
752.0,,34.0,70248.0,62.0,185.0,26.0,,No,No
,,,95033.0,19.0,242.0,,35.8,Yes,No
,,21.0,127411.0,17.0,160.0,10.0,35.14,No,No
755.0,Female,,,69.0,286.0,,,Yes,
756.0,Female,65.0,64041.0,39.0,238.0,15.0,15.08,Yes,Yes
757.0,Female,64.0,51954.0,82.0,,29.0,37.85,No,Yes
758.0,Male,,28002.0,71.0,232.0,10.0,21.76,No,Yes
759.0,,32.0,89783.0,81.0,222.0,21.0,27.97,Yes,Yes
760.0,Male,23.0,127524.0,39.0,291.0,22.0,40.84,No,Yes
761.0,Female,64.0,107234.0,36.0,50.0,16.0,11.18,Yes,No
762.0,Female,,144857.0,40.0,,15.0,17.21,No,Yes
763.0,,28.0,39738.0,45.0,236.0,19.0,38.69,Yes,Yes
764.0,Female,56.0,30703.0,4.0,97.0,29.0,,Yes,
765.0,Male,26.0,133776.0,25.0,276.0,,4.71,Yes,Yes
766.0,,43.0,69422.0,69.0,38.0,19.0,21.57,No,Yes
767.0,Male,33.0,103106.0,30.0,256.0,18.0,29.37,Yes,No
768.0,,22.0,81899.0,76.0,253.0,26.0,45.48,Yes,Yes
769.0,Female,69.0,,68.0,70.0,12.0,9.51,No,No
770.0,Male,27.0,64724.0,,156.0,25.0,40.32,,No
771.0,,67.0,52299.0,29.0,183.0,16.0,6.62,Yes,Yes
772.0,Male,20.0,35641.0,73.0,287.0,1.0,12.19,Yes,No
773.0,Male,30.0,99534.0,68.0,151.0,16.0,12.24,No,Yes
774.0,Female,60.0,26305.0,51.0,53.0,2.0,43.89,Yes,Yes
775.0,Female,66.0,118262.0,24.0,153.0,24.0,10.03,No,Yes
776.0,Male,47.0,38782.0,14.0,,15.0,39.37,No,No
777.0,Male,62.0,98257.0,69.0,170.0,7.0,23.14,No,No
778.0,Female,23.0,125299.0,18.0,294.0,28.0,49.95,Yes,No
779.0,Female,34.0,97963.0,42.0,207.0,1.0,41.97,No,No
780.0,Male,,132086.0,57.0,168.0,5.0,,,No
781.0,,68.0,141987.0,83.0,89.0,10.0,43.55,Yes,
782.0,,,40566.0,12.0,40.0,22.0,31.74,No,No
783.0,Female,59.0,144591.0,82.0,121.0,21.0,42.2,,No
784.0,,52.0,87766.0,17.0,,4.0,13.13,No,No
785.0,Female,,26511.0,30.0,214.0,14.0,4.98,,No
786.0,Male,,134816.0,,61.0,13.0,30.84,Yes,No
787.0,Male,68.0,127765.0,,147.0,1.0,21.79,Yes,Yes
788.0,Female,22.0,138360.0,99.0,83.0,16.0,,No,No
789.0,Female,46.0,46177.0,,,23.0,26.38,Yes,Yes
790.0,Male,54.0,24765.0,81.0,86.0,9.0,18.13,No,Yes
791.0,Female,37.0,,1.0,196.0,22.0,31.34,Yes,Yes
792.0,,66.0,43929.0,79.0,61.0,16.0,1.63,,Yes
793.0,Male,,48820.0,32.0,96.0,19.0,48.5,Yes,No
794.0,,27.0,131576.0,9.0,,15.0,,No,Yes
795.0,,22.0,49523.0,15.0,234.0,26.0,,Yes,Yes
796.0,Male,53.0,91088.0,28.0,257.0,,18.31,Yes,Yes
